1115, 0, 747|12, 12, 22|-586, 7, 172|8, 8, 8|-586, 7, 172|8, 8, 8|0
1115, 0, 747|12, 12, 22|-678, 3, 13|12, 12, 22|-678, 3, 13|12, 12, 22|0
1115, 0, 747|12, 12, 22|-728, 2, 664|26, 8, 24|-728, 2, 664|26, 8, 24|0
1115, 0, 747|12, 12, 22|-433, 22, -573|8, 8, 8|-433, 22, -573|8, 8, 8|0
1115, 0, 747|12, 12, 22|-340, 2, 166|12, 12, 22|-340, 2, 166|12, 12, 22|0
1115, 0, 747|12, 12, 22|-589, 4, 392|26, 8, 24|-589, 4, 392|26, 8, 24|0
1115, 0, 747|12, 12, 22|474, 11, 89|8, 8, 8|474, 11, 89|8, 8, 8|0
1115, 0, 747|12, 12, 22|200, 2, 244|12, 12, 22|200, 2, 244|12, 12, 22|0
1115, 0, 747|12, 12, 22|-418, 10, 307|26, 8, 24|-418, 10, 307|26, 8, 24|0
1115, 0, 747|12, 12, 22|-703, 10, 404|8, 8, 8|-703, 10, 404|8, 8, 8|0
1115, 0, 747|12, 12, 22|-236, 12, 50|12, 12, 22|-236, 12, 50|12, 12, 22|0
1115, 0, 747|12, 12, 22|-233, 11, 199|26, 8, 24|-233, 11, 199|26, 8, 24|0
1115, 0, 747|12, 12, 22|291, 24, 761|8, 8, 8|291, 24, 761|8, 8, 8|0
1115, 0, 747|12, 12, 22|124, 6, -140|12, 12, 22|124, 6, -140|12, 12, 22|0
1115, 0, 747|12, 12, 22|-262, 6, -740|26, 8, 24|-262, 6, -740|26, 8, 24|0
1115, 0, 747|12, 12, 22|-749, 12, 105|8, 8, 8|-749, 12, 105|8, 8, 8|0
1115, 0, 747|12, 12, 22|-688, 4, 132|12, 12, 22|-688, 4, 132|12, 12, 22|0
1115, 0, 747|12, 12, 22|-499, 2, 675|26, 8, 24|-499, 2, 675|26, 8, 24|0
1115, 0, 747|12, 12, 22|749, 9, -114|8, 8, 8|749, 9, -114|8, 8, 8|0
1115, 0, 747|12, 12, 22|487, 33, 782|12, 12, 22|487, 33, 782|12, 12, 22|0
1115, 0, 747|12, 12, 22|467, 14, -464|26, 8, 24|467, 14, -464|26, 8, 24|0
1115, 0, 747|12, 12, 22|-161, 11, 595|8, 8, 8|-161, 11, 595|8, 8, 8|0
1115, 0, 747|12, 12, 22|114, 10, -589|12, 12, 22|114, 10, -589|12, 12, 22|0
1115, 0, 747|12, 12, 22|-162, 9, 216|26, 8, 24|-162, 9, 216|26, 8, 24|0
1115, 0, 747|12, 12, 22|379, 2, -17|8, 8, 8|379, 2, -17|8, 8, 8|0
1115, 0, 747|12, 12, 22|166, 9, 431|12, 12, 22|166, 9, 431|12, 12, 22|0
1115, 0, 747|12, 12, 22|-613, 13, 562|26, 8, 24|-613, 13, 562|26, 8, 24|0
1115, 0, 747|12, 12, 22|-563, 8, 183|8, 8, 8|-563, 8, 183|8, 8, 8|0
1115, 0, 747|12, 12, 22|-161, 6, -504|12, 12, 22|-161, 6, -504|12, 12, 22|0
1115, 0, 747|12, 12, 22|600, 19, 765|26, 8, 24|600, 19, 765|26, 8, 24|0
1115, 0, 747|12, 12, 22|461, 10, -498|8, 8, 8|461, 10, -498|8, 8, 8|0
1115, 0, 747|12, 12, 22|717, 8, -522|12, 12, 22|717, 8, -522|12, 12, 22|0
1115, 0, 747|12, 12, 22|437, 4, -528|26, 8, 24|437, 4, -528|26, 8, 24|0
1115, 0, 747|12, 12, 22|715, 63, 342|8, 8, 8|715, 63, 342|8, 8, 8|0
956, 0, 449|26, 8, 24|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
956, 0, 449|26, 8, 24|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
956, 0, 449|26, 8, 24|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
956, 0, 449|26, 8, 24|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
956, 0, 449|26, 8, 24|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
956, 0, 449|26, 8, 24|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
956, 0, 449|26, 8, 24|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
956, 0, 449|26, 8, 24|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
956, 0, 449|26, 8, 24|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
956, 0, 449|26, 8, 24|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
956, 0, 449|26, 8, 24|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
956, 0, 449|26, 8, 24|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
956, 0, 449|26, 8, 24|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
956, 0, 449|26, 8, 24|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
956, 0, 449|26, 8, 24|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
956, 0, 449|26, 8, 24|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
956, 0, 449|26, 8, 24|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
956, 0, 449|26, 8, 24|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
956, 0, 449|26, 8, 24|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
956, 0, 449|26, 8, 24|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
956, 0, 449|26, 8, 24|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
956, 0, 449|26, 8, 24|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
956, 0, 449|26, 8, 24|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
956, 0, 449|26, 8, 24|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
956, 0, 449|26, 8, 24|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
956, 0, 449|26, 8, 24|304, 6, 91|12, 12, 22|304, 6, 91|12, 12, 22|0
956, 0, 449|26, 8, 24|-491, 15, 400|26, 8, 24|-491, 15, 400|26, 8, 24|0
956, 0, 449|26, 8, 24|352, 7, -741|8, 8, 8|352, 7, -741|8, 8, 8|0
956, 0, 449|26, 8, 24|-371, 16, -125|12, 12, 22|-371, 16, -125|12, 12, 22|0
956, 0, 449|26, 8, 24|-312, 14, 690|26, 8, 24|-312, 14, 690|26, 8, 24|0
956, 0, 449|26, 8, 24|-586, 7, 172|8, 8, 8|-586, 7, 172|8, 8, 8|0
956, 0, 449|26, 8, 24|-678, 3, 13|12, 12, 22|-678, 3, 13|12, 12, 22|0
956, 0, 449|26, 8, 24|-728, 2, 664|26, 8, 24|-728, 2, 664|26, 8, 24|0
956, 0, 449|26, 8, 24|-433, 22, -573|8, 8, 8|-433, 22, -573|8, 8, 8|0
956, 0, 449|26, 8, 24|-340, 2, 166|12, 12, 22|-340, 2, 166|12, 12, 22|0
956, 0, 449|26, 8, 24|-589, 4, 392|26, 8, 24|-589, 4, 392|26, 8, 24|0
956, 0, 449|26, 8, 24|474, 11, 89|8, 8, 8|474, 11, 89|8, 8, 8|0
956, 0, 449|26, 8, 24|200, 2, 244|12, 12, 22|200, 2, 244|12, 12, 22|0
956, 0, 449|26, 8, 24|-418, 10, 307|26, 8, 24|-418, 10, 307|26, 8, 24|0
956, 0, 449|26, 8, 24|-703, 10, 404|8, 8, 8|-703, 10, 404|8, 8, 8|0
956, 0, 449|26, 8, 24|-236, 12, 50|12, 12, 22|-236, 12, 50|12, 12, 22|0
956, 0, 449|26, 8, 24|-233, 11, 199|26, 8, 24|-233, 11, 199|26, 8, 24|0
956, 0, 449|26, 8, 24|291, 24, 761|8, 8, 8|291, 24, 761|8, 8, 8|0
956, 0, 449|26, 8, 24|124, 6, -140|12, 12, 22|124, 6, -140|12, 12, 22|0
956, 0, 449|26, 8, 24|-262, 6, -740|26, 8, 24|-262, 6, -740|26, 8, 24|0
956, 0, 449|26, 8, 24|-749, 12, 105|8, 8, 8|-749, 12, 105|8, 8, 8|0
956, 0, 449|26, 8, 24|-688, 4, 132|12, 12, 22|-688, 4, 132|12, 12, 22|0
956, 0, 449|26, 8, 24|-499, 2, 675|26, 8, 24|-499, 2, 675|26, 8, 24|0
956, 0, 449|26, 8, 24|749, 9, -114|8, 8, 8|749, 9, -114|8, 8, 8|0
956, 0, 449|26, 8, 24|487, 33, 782|12, 12, 22|487, 33, 782|12, 12, 22|0
956, 0, 449|26, 8, 24|467, 14, -464|26, 8, 24|467, 14, -464|26, 8, 24|0
956, 0, 449|26, 8, 24|-161, 11, 595|8, 8, 8|-161, 11, 595|8, 8, 8|0
956, 0, 449|26, 8, 24|114, 10, -589|12, 12, 22|114, 10, -589|12, 12, 22|0
956, 0, 449|26, 8, 24|-162, 9, 216|26, 8, 24|-162, 9, 216|26, 8, 24|0
956, 0, 449|26, 8, 24|379, 2, -17|8, 8, 8|379, 2, -17|8, 8, 8|0
956, 0, 449|26, 8, 24|166, 9, 431|12, 12, 22|166, 9, 431|12, 12, 22|0
956, 0, 449|26, 8, 24|-613, 13, 562|26, 8, 24|-613, 13, 562|26, 8, 24|0
956, 0, 449|26, 8, 24|-563, 8, 183|8, 8, 8|-563, 8, 183|8, 8, 8|0
956, 0, 449|26, 8, 24|-161, 6, -504|12, 12, 22|-161, 6, -504|12, 12, 22|0
956, 0, 449|26, 8, 24|600, 19, 765|26, 8, 24|600, 19, 765|26, 8, 24|0
956, 0, 449|26, 8, 24|461, 10, -498|8, 8, 8|461, 10, -498|8, 8, 8|0
956, 0, 449|26, 8, 24|717, 8, -522|12, 12, 22|717, 8, -522|12, 12, 22|0
956, 0, 449|26, 8, 24|437, 4, -528|26, 8, 24|437, 4, -528|26, 8, 24|0
956, 0, 449|26, 8, 24|715, 63, 342|8, 8, 8|715, 63, 342|8, 8, 8|0
956, 0, 449|26, 8, 24|91, 12, -277|12, 12, 22|91, 12, -277|12, 12, 22|0
248, 0, 1484|8, 8, 8|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
248, 0, 1484|8, 8, 8|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
248, 0, 1484|8, 8, 8|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
248, 0, 1484|8, 8, 8|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
248, 0, 1484|8, 8, 8|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
248, 0, 1484|8, 8, 8|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
248, 0, 1484|8, 8, 8|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
248, 0, 1484|8, 8, 8|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
248, 0, 1484|8, 8, 8|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
248, 0, 1484|8, 8, 8|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
248, 0, 1484|8, 8, 8|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
248, 0, 1484|8, 8, 8|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
248, 0, 1484|8, 8, 8|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
248, 0, 1484|8, 8, 8|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
248, 0, 1484|8, 8, 8|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
248, 0, 1484|8, 8, 8|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
248, 0, 1484|8, 8, 8|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
248, 0, 1484|8, 8, 8|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
248, 0, 1484|8, 8, 8|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
248, 0, 1484|8, 8, 8|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
248, 0, 1484|8, 8, 8|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
248, 0, 1484|8, 8, 8|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
248, 0, 1484|8, 8, 8|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
248, 0, 1484|8, 8, 8|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
248, 0, 1484|8, 8, 8|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
248, 0, 1484|8, 8, 8|304, 6, 91|12, 12, 22|304, 6, 91|12, 12, 22|0
248, 0, 1484|8, 8, 8|-491, 15, 400|26, 8, 24|-491, 15, 400|26, 8, 24|0
248, 0, 1484|8, 8, 8|352, 7, -741|8, 8, 8|352, 7, -741|8, 8, 8|0
248, 0, 1484|8, 8, 8|-371, 16, -125|12, 12, 22|-371, 16, -125|12, 12, 22|0
248, 0, 1484|8, 8, 8|-312, 14, 690|26, 8, 24|-312, 14, 690|26, 8, 24|0
248, 0, 1484|8, 8, 8|-586, 7, 172|8, 8, 8|-586, 7, 172|8, 8, 8|0
248, 0, 1484|8, 8, 8|-678, 3, 13|12, 12, 22|-678, 3, 13|12, 12, 22|0
248, 0, 1484|8, 8, 8|-728, 2, 664|26, 8, 24|-728, 2, 664|26, 8, 24|0
248, 0, 1484|8, 8, 8|-433, 22, -573|8, 8, 8|-433, 22, -573|8, 8, 8|0
248, 0, 1484|8, 8, 8|-340, 2, 166|12, 12, 22|-340, 2, 166|12, 12, 22|0
248, 0, 1484|8, 8, 8|-589, 4, 392|26, 8, 24|-589, 4, 392|26, 8, 24|0
248, 0, 1484|8, 8, 8|474, 11, 89|8, 8, 8|474, 11, 89|8, 8, 8|0
248, 0, 1484|8, 8, 8|200, 2, 244|12, 12, 22|200, 2, 244|12, 12, 22|0
248, 0, 1484|8, 8, 8|-418, 10, 307|26, 8, 24|-418, 10, 307|26, 8, 24|0
248, 0, 1484|8, 8, 8|-703, 10, 404|8, 8, 8|-703, 10, 404|8, 8, 8|0
248, 0, 1484|8, 8, 8|-236, 12, 50|12, 12, 22|-236, 12, 50|12, 12, 22|0
248, 0, 1484|8, 8, 8|-233, 11, 199|26, 8, 24|-233, 11, 199|26, 8, 24|0
248, 0, 1484|8, 8, 8|291, 24, 761|8, 8, 8|291, 24, 761|8, 8, 8|0
248, 0, 1484|8, 8, 8|124, 6, -140|12, 12, 22|124, 6, -140|12, 12, 22|0
248, 0, 1484|8, 8, 8|-262, 6, -740|26, 8, 24|-262, 6, -740|26, 8, 24|0
248, 0, 1484|8, 8, 8|-749, 12, 105|8, 8, 8|-749, 12, 105|8, 8, 8|0
248, 0, 1484|8, 8, 8|-688, 4, 132|12, 12, 22|-688, 4, 132|12, 12, 22|0
248, 0, 1484|8, 8, 8|-499, 2, 675|26, 8, 24|-499, 2, 675|26, 8, 24|0
248, 0, 1484|8, 8, 8|749, 9, -114|8, 8, 8|749, 9, -114|8, 8, 8|0
248, 0, 1484|8, 8, 8|487, 33, 782|12, 12, 22|487, 33, 782|12, 12, 22|0
248, 0, 1484|8, 8, 8|467, 14, -464|26, 8, 24|467, 14, -464|26, 8, 24|0
248, 0, 1484|8, 8, 8|-161, 11, 595|8, 8, 8|-161, 11, 595|8, 8, 8|0
248, 0, 1484|8, 8, 8|114, 10, -589|12, 12, 22|114, 10, -589|12, 12, 22|0
248, 0, 1484|8, 8, 8|-162, 9, 216|26, 8, 24|-162, 9, 216|26, 8, 24|0
248, 0, 1484|8, 8, 8|379, 2, -17|8, 8, 8|379, 2, -17|8, 8, 8|0
248, 0, 1484|8, 8, 8|166, 9, 431|12, 12, 22|166, 9, 431|12, 12, 22|0
248, 0, 1484|8, 8, 8|-613, 13, 562|26, 8, 24|-613, 13, 562|26, 8, 24|0
248, 0, 1484|8, 8, 8|-563, 8, 183|8, 8, 8|-563, 8, 183|8, 8, 8|0
248, 0, 1484|8, 8, 8|-161, 6, -504|12, 12, 22|-161, 6, -504|12, 12, 22|0
248, 0, 1484|8, 8, 8|600, 19, 765|26, 8, 24|600, 19, 765|26, 8, 24|0
248, 0, 1484|8, 8, 8|461, 10, -498|8, 8, 8|461, 10, -498|8, 8, 8|0
248, 0, 1484|8, 8, 8|717, 8, -522|12, 12, 22|717, 8, -522|12, 12, 22|0
248, 0, 1484|8, 8, 8|437, 4, -528|26, 8, 24|437, 4, -528|26, 8, 24|0
248, 0, 1484|8, 8, 8|715, 63, 342|8, 8, 8|715, 63, 342|8, 8, 8|0
248, 0, 1484|8, 8, 8|91, 12, -277|12, 12, 22|91, 12, -277|12, 12, 22|0
248, 0, 1484|8, 8, 8|-68, 11, -575|26, 8, 24|-68, 11, -575|26, 8, 24|0
1742, 0, 576|12, 12, 22|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
1742, 0, 576|12, 12, 22|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
1742, 0, 576|12, 12, 22|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
1742, 0, 576|12, 12, 22|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
1742, 0, 576|12, 12, 22|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
1742, 0, 576|12, 12, 22|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
1742, 0, 576|12, 12, 22|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
1742, 0, 576|12, 12, 22|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
1742, 0, 576|12, 12, 22|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
1742, 0, 576|12, 12, 22|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
1742, 0, 576|12, 12, 22|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
1742, 0, 576|12, 12, 22|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
1742, 0, 576|12, 12, 22|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
1742, 0, 576|12, 12, 22|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
1742, 0, 576|12, 12, 22|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
1742, 0, 576|12, 12, 22|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
1742, 0, 576|12, 12, 22|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
1742, 0, 576|12, 12, 22|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
1742, 0, 576|12, 12, 22|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
1742, 0, 576|12, 12, 22|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
1742, 0, 576|12, 12, 22|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
1742, 0, 576|12, 12, 22|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
1742, 0, 576|12, 12, 22|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
1742, 0, 576|12, 12, 22|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
1742, 0, 576|12, 12, 22|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
1742, 0, 576|12, 12, 22|304, 6, 91|12, 12, 22|304, 6, 91|12, 12, 22|0
1742, 0, 576|12, 12, 22|-491, 15, 400|26, 8, 24|-491, 15, 400|26, 8, 24|0
1742, 0, 576|12, 12, 22|352, 7, -741|8, 8, 8|352, 7, -741|8, 8, 8|0
1742, 0, 576|12, 12, 22|-371, 16, -125|12, 12, 22|-371, 16, -125|12, 12, 22|0
1742, 0, 576|12, 12, 22|-312, 14, 690|26, 8, 24|-312, 14, 690|26, 8, 24|0
1742, 0, 576|12, 12, 22|-586, 7, 172|8, 8, 8|-586, 7, 172|8, 8, 8|0
1742, 0, 576|12, 12, 22|-678, 3, 13|12, 12, 22|-678, 3, 13|12, 12, 22|0
1742, 0, 576|12, 12, 22|-728, 2, 664|26, 8, 24|-728, 2, 664|26, 8, 24|0
1742, 0, 576|12, 12, 22|-433, 22, -573|8, 8, 8|-433, 22, -573|8, 8, 8|0
1742, 0, 576|12, 12, 22|-340, 2, 166|12, 12, 22|-340, 2, 166|12, 12, 22|0
1742, 0, 576|12, 12, 22|-589, 4, 392|26, 8, 24|-589, 4, 392|26, 8, 24|0
1742, 0, 576|12, 12, 22|474, 11, 89|8, 8, 8|474, 11, 89|8, 8, 8|0
1742, 0, 576|12, 12, 22|200, 2, 244|12, 12, 22|200, 2, 244|12, 12, 22|0
1742, 0, 576|12, 12, 22|-418, 10, 307|26, 8, 24|-418, 10, 307|26, 8, 24|0
1742, 0, 576|12, 12, 22|-703, 10, 404|8, 8, 8|-703, 10, 404|8, 8, 8|0
1742, 0, 576|12, 12, 22|-236, 12, 50|12, 12, 22|-236, 12, 50|12, 12, 22|0
1742, 0, 576|12, 12, 22|-233, 11, 199|26, 8, 24|-233, 11, 199|26, 8, 24|0
1742, 0, 576|12, 12, 22|291, 24, 761|8, 8, 8|291, 24, 761|8, 8, 8|0
1742, 0, 576|12, 12, 22|124, 6, -140|12, 12, 22|124, 6, -140|12, 12, 22|0
1742, 0, 576|12, 12, 22|-262, 6, -740|26, 8, 24|-262, 6, -740|26, 8, 24|0
1742, 0, 576|12, 12, 22|-749, 12, 105|8, 8, 8|-749, 12, 105|8, 8, 8|0
1742, 0, 576|12, 12, 22|-688, 4, 132|12, 12, 22|-688, 4, 132|12, 12, 22|0
1742, 0, 576|12, 12, 22|-499, 2, 675|26, 8, 24|-499, 2, 675|26, 8, 24|0
1742, 0, 576|12, 12, 22|749, 9, -114|8, 8, 8|749, 9, -114|8, 8, 8|0
1742, 0, 576|12, 12, 22|487, 33, 782|12, 12, 22|487, 33, 782|12, 12, 22|0
1742, 0, 576|12, 12, 22|467, 14, -464|26, 8, 24|467, 14, -464|26, 8, 24|0
1742, 0, 576|12, 12, 22|-161, 11, 595|8, 8, 8|-161, 11, 595|8, 8, 8|0
1742, 0, 576|12, 12, 22|114, 10, -589|12, 12, 22|114, 10, -589|12, 12, 22|0
1742, 0, 576|12, 12, 22|-162, 9, 216|26, 8, 24|-162, 9, 216|26, 8, 24|0
1742, 0, 576|12, 12, 22|379, 2, -17|8, 8, 8|379, 2, -17|8, 8, 8|0
1742, 0, 576|12, 12, 22|166, 9, 431|12, 12, 22|166, 9, 431|12, 12, 22|0
1742, 0, 576|12, 12, 22|-613, 13, 562|26, 8, 24|-613, 13, 562|26, 8, 24|0
1742, 0, 576|12, 12, 22|-563, 8, 183|8, 8, 8|-563, 8, 183|8, 8, 8|0
1742, 0, 576|12, 12, 22|-161, 6, -504|12, 12, 22|-161, 6, -504|12, 12, 22|0
1742, 0, 576|12, 12, 22|600, 19, 765|26, 8, 24|600, 19, 765|26, 8, 24|0
1742, 0, 576|12, 12, 22|461, 10, -498|8, 8, 8|461, 10, -498|8, 8, 8|0
1742, 0, 576|12, 12, 22|717, 8, -522|12, 12, 22|717, 8, -522|12, 12, 22|0
1742, 0, 576|12, 12, 22|437, 4, -528|26, 8, 24|437, 4, -528|26, 8, 24|0
1742, 0, 576|12, 12, 22|715, 63, 342|8, 8, 8|715, 63, 342|8, 8, 8|0
1742, 0, 576|12, 12, 22|91, 12, -277|12, 12, 22|91, 12, -277|12, 12, 22|0
1742, 0, 576|12, 12, 22|-68, 11, -575|26, 8, 24|-68, 11, -575|26, 8, 24|0
1742, 0, 576|12, 12, 22|-776, 6, 460|8, 8, 8|-776, 6, 460|8, 8, 8|0
240, 0, 1347|26, 8, 24|582, 153, 513|25, 28, 25|582, 153, 513|25, 28, 25|1
240, 0, 1347|26, 8, 24|-5, 44, -389|35, 27, 11|-5, 44, -389|11, 27, 35|1
240, 0, 1347|26, 8, 24|-168, 31, 213|25, 28, 25|-168, 31, 213|25, 28, 25|0
240, 0, 1347|26, 8, 24|-459, 190, -235|19, 10, 15|-459, 190, -235|15, 10, 19|1
240, 0, 1347|26, 8, 24|-260, 4, -663|10, 44, 9|-260, 4, -663|9, 44, 10|3
240, 0, 1347|26, 8, 24|246, 140, 541|15, 10, 19|246, 140, 541|15, 10, 19|0
240, 0, 1347|26, 8, 24|-768, 59, -686|23, 11, 25|-768, 59, -686|25, 11, 23|1
240, 0, 1347|26, 8, 24|145, 27, 211|35, 27, 11|145, 27, 211|11, 27, 35|1
240, 0, 1347|26, 8, 24|747, 52, 217|9, 5, 9|747, 52, 217|9, 5, 9|1
240, 0, 1347|26, 8, 24|-453, 7, 67|9, 41, 9|-453, 7, 67|9, 41, 9|0
240, 0, 1347|26, 8, 24|-848, 30, 520|25, 25, 25|-848, 30, 520|25, 25, 25|2
240, 0, 1347|26, 8, 24|747, 13, -233|9, 41, 9|747, 13, -233|9, 41, 9|3
240, 0, 1347|26, 8, 24|-459, 68, -535|15, 10, 19|-459, 68, -535|15, 10, 19|2
240, 0, 1347|26, 8, 24|-318, 30, 513|25, 25, 25|-318, 30, 513|25, 25, 25|0
240, 0, 1347|26, 8, 24|-753, 39, -83|9, 5, 9|-753, 39, -83|9, 5, 9|0
240, 0, 1347|26, 8, 24|-468, 31, 663|25, 28, 25|-468, 31, 663|25, 28, 25|1
240, 0, 1347|26, 8, 24|-153, 4, -83|10, 44, 9|-153, 4, -83|9, 44, 10|1
240, 0, 1347|26, 8, 24|-768, 24, 213|25, 30, 25|-768, 24, 213|25, 30, 25|2
240, 0, 1347|26, 8, 24|-753, 45, -383|9, 5, 9|-753, 45, -383|9, 5, 9|0
240, 0, 1347|26, 8, 24|340, 30, -74|35, 27, 11|340, 30, -74|11, 27, 35|3
240, 0, 1347|26, 8, 24|591, 128, 774|26, 8, 24|591, 128, 774|26, 8, 24|0
240, 0, 1347|26, 8, 24|709, 10, -113|8, 8, 8|709, 10, -113|8, 8, 8|0
240, 0, 1347|26, 8, 24|-804, 11, 12|12, 12, 22|-804, 11, 12|12, 12, 22|0
240, 0, 1347|26, 8, 24|626, 13, -468|26, 8, 24|626, 13, -468|26, 8, 24|0
240, 0, 1347|26, 8, 24|204, 5, -182|8, 8, 8|204, 5, -182|8, 8, 8|0
240, 0, 1347|26, 8, 24|304, 6, 91|12, 12, 22|304, 6, 91|12, 12, 22|0
240, 0, 1347|26, 8, 24|-491, 15, 400|26, 8, 24|-491, 15, 400|26, 8, 24|0
240, 0, 1347|26, 8, 24|352, 7, -741|8, 8, 8|352, 7, -741|8, 8, 8|0
240, 0, 1347|26, 8, 24|-371, 16, -125|12, 12, 22|-371, 16, -125|12, 12, 22|0
240, 0, 1347|26, 8, 24|-312, 14, 690|26, 8, 24|-312, 14, 690|26, 8, 24|0
240, 0, 1347|26, 8, 24|-586, 7, 172|8, 8, 8|-586, 7, 172|8, 8, 8|0
240, 0, 1347|26, 8, 24|-678, 3, 13|12, 12, 22|-678, 3, 13|12, 12, 22|0
240, 0, 1347|26, 8, 24|-728, 2, 664|26, 8, 24|-728, 2, 664|26, 8, 24|0
240, 0, 1347|26, 8, 24|-433, 22, -573|8, 8, 8|-433, 22, -573|8, 8, 8|0
240, 0, 1347|26, 8, 24|-340, 2, 166|12, 12, 22|-340, 2, 166|12, 12, 22|0
240, 0, 1347|26, 8, 24|-589, 4, 392|26, 8, 24|-589, 4, 392|26, 8, 24|0
240, 0, 1347|26, 8, 24|474, 11, 89|8, 8, 8|474, 11, 89|8, 8, 8|0
